arrestee_id,arrestee_incident_id,arrest_date,arrest_type_name,offense_name,arrestee_age_num,arrestee_sex_code,arrestee_race_desc,arrestee_location_name,victim_id,victim_type_name,victim_age_num,victim_sex_code,victim_race_desc,agency_id,agency_name,weapon_name,weapon_2,weapon_3,relationship  ,relationship_2,relationship_3
14870867,54183482,3/31/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Residence/Home,58734040,Individual,28,F,Black or African American,18747,Memphis Police Department,Personal Weapons,0,0,Victim Was Boyfriend/Girlfriend,0,0
14873502,54294562,10/15/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking Lot/Garage,58860335,Individual,18,F,White,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,Victim was Otherwise Known,0
14873502,54294562,10/15/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking Lot/Garage,58860336,Individual,18,F,White,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,Victim was Otherwise Known,0
14874538,54297495,10/25/10 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,White,Residence/Home,58864463,Individual,20,M,White,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,Victim Was Friend,0
14876556,54305063,11/3/10 0:00,On View,Murder and Nonnegligent Manslaughter,34,F,Black or African American,Residence/Home,58871950,Individual,26,F,Black or African American,18271,Nashville Metropolitan Police Department,Knife/Cutting Instrument,0,0,Relationship Unknown,Victim Was Stranger,0
14876559,54305071,10/26/10 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,Black or African American,Residence/Home,58871960,Individual,69,M,Black or African American,18271,Nashville Metropolitan Police Department,Blunt Object,Personal Weapons,0,Victim was Otherwise Known,0,0
14876624,54306131,3/14/11 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Residence/Home,58873998,Individual,25,M,"Asian, Native Hawaiian, or Other Pacific Islander",18271,Nashville Metropolitan Police Department,Handgun,0,0,Victim Was Stranger,0,0
14877261,54201771,2/12/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Parking Lot/Garage,58755988,Individual,35,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Boyfriend/Girlfriend,0,0
14877365,54203609,2/13/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,40,M,Black or African American,Residence/Home,58756950,Individual,44,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Spouse,0,0
14878326,54204554,2/14/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,White,Highway/Road/Ally,58757988,Individual,24,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
14878327,54204554,2/14/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,White,Highway/Road/Ally,58757988,Individual,24,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
14879572,54210500,2/26/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Highway/Road/Ally,58765370,Individual,26,M,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Acquaintance,0,0
14879573,54210500,2/26/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Highway/Road/Ally,58765370,Individual,26,M,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Acquaintance,0,0
14879880,54315684,3/23/11 0:00,On View,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Highway/Road/Ally,58884588,Individual,22,M,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,0,0
14883275,54329093,11/13/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,42,M,Black or African American,Residence/Home,58899422,Individual,17,M,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,Victim Was Stepchild,0
14883993,54224762,2/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,36,M,Black or African American,Commercial/Office Building,58781127,Individual,35,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
14883993,54224762,2/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,36,M,Black or African American,Commercial/Office Building,58781128,Individual,40,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
14883993,54224762,2/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,36,M,Black or African American,Commercial/Office Building,58781129,Individual,38,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
14883993,54224762,2/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,36,M,Black or African American,Construction Site,58781127,Individual,35,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
14883993,54224762,2/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,36,M,Black or African American,Construction Site,58781128,Individual,40,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
14883993,54224762,2/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,36,M,Black or African American,Construction Site,58781129,Individual,38,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
14883997,54224766,3/1/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Department/Discount Store,58781135,Individual,28,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
14885293,54335835,11/19/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,48,M,White,Highway/Road/Ally,58906911,Individual,35,M,Black or African American,18271,Nashville Metropolitan Police Department,Knife/Cutting Instrument,0,0,Relationship Unknown,Victim Was Stranger,0
14886327,54338691,11/22/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,48,M,White,Bar/Nightclub,58910088,Individual,26,M,White,18271,Nashville Metropolitan Police Department,Knife/Cutting Instrument,0,0,Relationship Unknown,Victim Was Stranger,0
14887519,54344552,12/8/10 0:00,On View,Murder and Nonnegligent Manslaughter,,M,Black or African American,Highway/Road/Ally,58916573,Individual,19,M,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,Victim Was Stranger,0
14891917,54359961,12/11/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,58933668,Individual,18,M,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,0,0
14891917,54359961,12/11/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,58933669,Individual,17,M,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,0,0
14891917,54359961,12/11/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,58933670,Individual,36,F,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,0,0
14891917,54359961,12/11/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,58933671,Individual,14,M,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,0,0
14891917,54359961,12/11/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,58933672,Individual,20,M,Black or African American,18271,Nashville Metropolitan Police Department,Handgun,0,0,Relationship Unknown,0,0
14900859,54384235,5/1/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Jail/Prison,58960798,Individual,51,M,Black or African American,18302,Department of Correction Internal Affairs,Asphyxiation,0,0,Victim Was Acquaintance,0,0
14912001,54414462,3/9/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,50,M,White,Residence/Home,58993266,Individual,62,F,White,18313,Dickson Police Department,Blunt Object,Handgun,0,Victim Was Friend,0,0
14912001,54414462,3/9/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,50,M,White,Residence/Home,58993267,Individual,35,M,White,18313,Dickson Police Department,Blunt Object,Handgun,0,Victim Was Friend,0,0
14934044,54466694,2/24/11 0:00,Taken INTO Custody,Negligent Manslaughter,49,M,White,Residence/Home,59049665,Individual,4,F,White,18336,Fentress County Sheriff's Office,Drugs/Narcotics/Sleeping Pills,0,0,Victim Was Child,0,0
14936246,54471621,6/26/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,White,Highway/Road/Ally,59055079,Individual,18,M,White,18339,Franklin County Sheriff's Office,Handgun,Personal Weapons,0,Victim Was Acquaintance,0,0
14936246,54471621,6/26/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,White,Highway/Road/Ally,59055080,Individual,21,M,White,18339,Franklin County Sheriff's Office,Handgun,Personal Weapons,0,Victim Was Acquaintance,0,0
14944017,54495992,7/12/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,Black or African American,Parking Lot/Garage,59082078,Individual,20,M,Black or African American,18350,Milan Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
14946201,54502516,7/22/10 0:00,Taken INTO Custody,Negligent Manslaughter,18,M,Black or African American,Highway/Road/Ally,59089542,Individual,61,F,Black or African American,18351,Trenton Police Department,Motor Vehicle,0,0,Victim Was Acquaintance,0,0
14946202,54502516,7/22/10 0:00,Taken INTO Custody,Negligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,59089542,Individual,61,F,Black or African American,18351,Trenton Police Department,Motor Vehicle,0,0,Victim Was Acquaintance,0,0
14947299,54505446,2/6/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,M,White,Residence/Home,59092829,Individual,61,F,White,18357,Giles County Sheriff's Office,Asphyxiation,Other,0,Victim was Otherwise Known,0,0
14951824,54516103,6/15/10 0:00,On View,Murder and Nonnegligent Manslaughter,46,M,White,Highway/Road/Ally,59103510,Individual,23,M,White,18365,Grainger County Sheriff's Office,Knife/Cutting Instrument,0,0,Victim was Otherwise Known,0,0
14955089,54522985,3/25/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,White,Residence/Home,59111028,Individual,46,M,White,18369,Greene County Sheriff's Office,Handgun,0,0,Victim Was Parent,0,0
14967475,54565608,2/17/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,White,Residence/Home,59156490,Individual,3,M,White,18382,Morristown Police Department,Personal Weapons,0,0,Victim Was Child of Boyfriend or Girlfriend,0,0
14986559,54639512,10/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,39,M,Black or African American,Residence/Home,59227321,Individual,49,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Neighbor,0,0
14988745,54648144,10/20/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,59235974,Individual,21,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
14988745,54648144,10/20/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,59235975,Individual,22,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
14988841,54650106,10/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,55,M,Black or African American,Commercial/Office Building,59238127,Individual,56,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Relationship Unknown,0,0
14995229,54672408,12/1/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,30,F,White,Drug Store/Dr. s Office/Hospital,59264688,Individual,,F,White,18747,Memphis Police Department,Poison,0,0,Victim Was Child,0,0
15005163,54707300,11/24/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Residence/Home,59303422,Individual,21,F,Black or African American,18747,Memphis Police Department,Asphyxiation,0,0,Victim Was Boyfriend/Girlfriend,0,0
15015087,54742453,12/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Residence/Home,59343276,Individual,27,M,Black or African American,18747,Memphis Police Department,Other Firearm,0,0,Victim Was Sibling,0,0
15015234,54745341,12/20/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Residence/Home,59346481,Individual,17,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
15016270,54748196,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,30,M,Black or African American,Residence/Home,59349679,Individual,24,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
15018414,54755913,12/29/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,White,Residence/Home,59357285,Individual,59,M,White,18747,Memphis Police Department,Blunt Object,0,0,Victim Was Other Family Member,0,0
15018414,54755913,12/29/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,White,Residence/Home,59357286,Individual,50,F,White,18747,Memphis Police Department,Blunt Object,0,0,Victim Was Acquaintance,0,0
15018504,54757891,12/28/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Convenience Store,59360375,Individual,20,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
15021784,54771589,3/8/11 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,White,Residence/Home,59375552,Individual,77,M,White,18748,Tennessee Bureau of Investigation,Personal Weapons,0,0,Victim Was Acquaintance,0,0
15021785,54771590,2/24/11 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,49,M,White,Residence/Home,59375553,Individual,4,F,White,18748,Tennessee Bureau of Investigation,Drugs/Narcotics/Sleeping Pills,0,0,Victim Was Child,0,0
15021880,54772490,6/18/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,48,M,White,Residence/Home,59376546,Individual,52,F,White,18748,Tennessee Bureau of Investigation,Blunt Object,0,0,Victim Was Friend,0,0
15021899,54773389,8/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Unknown,Residence/Home,59376637,Individual,27,M,Unknown,18748,Tennessee Bureau of Investigation,Blunt Object,Knife/Cutting Instrument,Personal Weapons,Victim Was Friend,0,0
15021900,54773389,8/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,Unknown,Residence/Home,59376637,Individual,27,M,Unknown,18748,Tennessee Bureau of Investigation,Blunt Object,Knife/Cutting Instrument,Personal Weapons,Victim Was Friend,0,0
15030706,54783248,4/15/10 0:00,On View,Murder and Nonnegligent Manslaughter,36,M,White,Residence/Home,59387465,Individual,46,M,White,18170,Anderson County Sheriff's Office,Firearm,0,0,Victim Was Friend,0,0
15038586,54806723,7/8/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,29,M,White,Residence/Home,59412439,Individual,23,M,White,18173,Oak Ridge Police Department,Knife/Cutting Instrument,0,0,Victim Was Stranger,0,0
15038587,54806723,7/11/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,59412439,Individual,23,M,White,18173,Oak Ridge Police Department,Knife/Cutting Instrument,0,0,Victim Was Stranger,0,0
15043981,54819297,1/11/10 0:00,On View,Murder and Nonnegligent Manslaughter,24,M,White,Residence/Home,59426423,Individual,26,F,White,18179,Shelbyville Police Department,Handgun,0,0,Victim was Ex-Spouse,0,0
15048385,54829819,3/8/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,65,M,White,Parking Lot/Garage,59438114,Individual,66,F,White,18182,Benton County Sheriff's Office,Firearm,Knife/Cutting Instrument,0,Victim Was Spouse,0,0
15051376,54952731,5/3/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,50,M,Black or African American,Residence/Home,59558917,Individual,43,M,Black or African American,18459,Knoxville Police Department,Knife/Cutting Instrument,0,0,Victim Was Sibling,0,0
15053799,54845406,8/12/11 0:00,Taken INTO Custody,Negligent Manslaughter,19,M,White,Residence/Home,59455516,Individual,,F,White,18189,Blount County Sheriff's Office,Other,0,0,Victim Was Acquaintance,0,0
15054594,54966222,7/21/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Residence/Home,59574024,Individual,17,F,Black or African American,18459,Knoxville Police Department,Rifle (Automatic),0,0,Relationship Unknown,0,0
15054595,54966222,7/21/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,59574024,Individual,17,F,Black or African American,18459,Knoxville Police Department,Rifle (Automatic),0,0,Relationship Unknown,0,0
15054830,54848256,8/25/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,M,White,Residence/Home,59458677,Individual,59,M,White,18189,Blount County Sheriff's Office,Rifle,0,0,Victim Was Acquaintance,0,0
15054901,54849347,9/17/10 0:00,On View,Murder and Nonnegligent Manslaughter,57,M,White,Residence/Home,59460628,Individual,46,M,White,18189,Blount County Sheriff's Office,Shotgun,0,0,Victim Was Neighbor,0,0
15054969,54851207,10/14/10 0:00,On View,Murder and Nonnegligent Manslaughter,50,M,White,Residence/Home,59461812,Individual,56,F,White,18189,Blount County Sheriff's Office,Fire/Incendiary Device,0,0,Victim Was Boyfriend/Girlfriend,0,0
15054981,54851237,10/21/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,F,White,Residence/Home,59462739,Individual,65,M,White,18189,Blount County Sheriff's Office,Blunt Object,Other,0,Victim Was Acquaintance,0,0
15054982,54851237,10/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,40,M,White,Residence/Home,59462739,Individual,65,M,White,18189,Blount County Sheriff's Office,Blunt Object,Other,0,Victim Was Acquaintance,0,0
15060034,54985053,8/6/10 0:00,On View,Murder and Nonnegligent Manslaughter,30,F,White,Residence/Home,59594372,Individual,20,F,White,18459,Knoxville Police Department,Handgun,0,0,Victim Was Other Family Member,0,0
15060106,54986123,9/14/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,M,White,Parking Lot/Garage,59596274,Individual,15,M,Black or African American,18459,Knoxville Police Department,Handgun,Handgun (Automatic),0,Victim Was Acquaintance,Relationship Unknown,0
15060106,54986123,9/14/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,M,White,Parking Lot/Garage,59596275,Individual,18,M,White,18459,Knoxville Police Department,Handgun,Handgun (Automatic),0,Victim Was Stranger,0,0
15060108,54986124,10/19/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,59596276,Individual,17,M,Black or African American,18459,Knoxville Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
15063771,54870452,11/26/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,37,M,White,Residence/Home,59483370,Individual,35,M,White,18191,Maryville Police Department,Blunt Object,0,0,Relationship Unknown,0,0
15065566,55004336,10/8/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,M,Black or African American,Residence/Home,59616269,Individual,41,M,Black or African American,18459,Knoxville Police Department,Other,0,0,Victim Was Acquaintance,0,0
15067798,55012773,10/31/10 0:00,On View,Murder and Nonnegligent Manslaughter,39,M,White,Residence/Home,59624692,Individual,57,F,White,18459,Knoxville Police Department,Blunt Object,Knife/Cutting Instrument,0,Victim Was Friend,0,0
15068894,55016292,11/14/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Highway/Road/Ally,59628733,Individual,30,M,White,18459,Knoxville Police Department,Handgun,0,0,Relationship Unknown,Victim Was Acquaintance,0
15068894,55016292,11/14/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Highway/Road/Ally,59628734,Individual,28,M,White,18459,Knoxville Police Department,Handgun,0,0,Relationship Unknown,Victim Was Acquaintance,0
15071211,55026778,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Parking Lot/Garage,59640129,Individual,46,F,White,18459,Knoxville Police Department,Handgun (Automatic),0,0,Relationship Unknown,0,0
15071211,55026778,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Parking Lot/Garage,59640130,Law Enforcement Officer,30,M,White,18459,Knoxville Police Department,Handgun (Automatic),0,0,Relationship Unknown,0,0
15071211,55026778,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Parking Lot/Garage,59640131,Law Enforcement Officer,37,F,White,18459,Knoxville Police Department,Handgun (Automatic),0,0,Relationship Unknown,0,0
15071211,55026778,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Parking Lot/Garage,59640132,Individual,36,M,White,18459,Knoxville Police Department,Handgun (Automatic),0,0,Relationship Unknown,0,0
15071211,55026778,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Parking Lot/Garage,59640133,Individual,39,M,White,18459,Knoxville Police Department,Handgun (Automatic),0,0,Relationship Unknown,0,0
15071211,55026778,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Parking Lot/Garage,59640134,Individual,44,F,White,18459,Knoxville Police Department,Handgun (Automatic),0,0,Relationship Unknown,0,0
15071211,55026778,12/22/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Parking Lot/Garage,59640135,Individual,21,M,White,18459,Knoxville Police Department,Handgun (Automatic),0,0,Relationship Unknown,0,0
15074366,55040356,9/4/10 0:00,On View,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Highway/Road/Ally,59654966,Individual,28,M,Black or African American,18472,Lauderdale County Sheriff's Office,Handgun,0,0,Victim Was Friend,0,0
15075201,54986230,3/1/10 0:00,On View,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Residence/Home,59602884,Individual,29,M,White,18747,Memphis Police Department,Personal Weapons,0,0,Victim Was Stranger,0,0
15075202,54986231,4/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,59602885,Individual,38,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
15075202,54986231,4/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,59602886,Individual,38,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
15075202,54986231,4/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,59602887,Individual,44,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
15075202,54986231,4/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,59602888,Individual,62,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
15075202,54986231,4/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,59602889,Individual,43,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
15075202,54986231,4/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,59602890,Individual,39,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
15075202,54986231,4/16/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,59602891,Individual,55,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
15077411,54992988,3/14/10 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Residence/Home,59610344,Individual,30,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
15077623,55051725,4/16/11 0:00,Taken INTO Custody,Negligent Manslaughter,40,F,White,Hotel/Motel/Etc.,59666529,Individual,15,M,White,18479,Lawrence County Sheriff's Office,Drugs/Narcotics/Sleeping Pills,0,0,Victim Was Acquaintance,0,0
15077624,55051725,5/1/11 0:00,On View,Negligent Manslaughter,45,M,White,Hotel/Motel/Etc.,59666529,Individual,15,M,White,18479,Lawrence County Sheriff's Office,Drugs/Narcotics/Sleeping Pills,0,0,Victim Was Acquaintance,0,0
15077657,55051845,3/28/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,29,M,White,Residence/Home,59667533,Individual,24,F,White,18479,Lawrence County Sheriff's Office,Rifle,0,0,Victim Was Sibling,0,0
15080761,55004467,10/6/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,M,Black or African American,Field/Woods,59623035,Individual,56,F,Black or African American,18747,Memphis Police Department,Personal Weapons,0,0,Victim Was Acquaintance,0,0
15080866,55060423,9/12/10 0:00,Taken INTO Custody,Negligent Manslaughter,26,F,White,Residence/Home,59677032,Individual,,M,White,18480,Lawrenceburg Police Department,Personal Weapons,0,0,Victim Was Child,0,0
15082085,55066184,9/1/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Other/Unknown,59683427,Individual,19,M,Black or African American,18480,Lawrenceburg Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
15083127,55068107,11/9/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,59685554,Individual,,F,White,18480,Lawrenceburg Police Department,Blunt Object,0,0,Victim Was Child of Boyfriend or Girlfriend,0,0
15083471,54920630,6/3/10 0:00,On View,Murder and Nonnegligent Manslaughter,38,M,White,Residence/Home,59537928,Individual,56,F,White,18206,Campbell County Sheriff's Office,Blunt Object,0,0,Victim Was Parent,0,0
15083539,54922687,10/11/10 0:00,On View,Negligent Manslaughter,40,M,White,Residence/Home,59541080,Individual,67,M,White,18206,Campbell County Sheriff's Office,Other,0,0,Relationship Unknown,0,0
15089608,55032797,3/29/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Hotel/Motel/Etc.,59656355,Individual,23,M,Black or African American,18747,Memphis Police Department,Knife/Cutting Instrument,0,0,Victim Was Boyfriend/Girlfriend,0,0
15092047,55091158,4/15/10 0:00,On View,Murder and Nonnegligent Manslaughter,69,M,White,Highway/Road/Ally,59710696,Individual,74,M,White,18493,Loudon County Sheriff's Office,Handgun,0,0,Victim Was Stranger,0,0
15095123,55050054,4/8/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,44,F,Black or African American,Residence/Home,59675327,Individual,51,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Spouse,0,0
15095481,55105671,3/9/11 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,White,Residence/Home,59726583,Individual,41,M,White,18496,McMinn County Sheriff's Office,Handgun,0,0,Victim Was Parent,0,0
15100595,55072061,4/19/10 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Residence/Home,59700467,Individual,22,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Boyfriend/Girlfriend,0,0
15103328,54967869,3/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,49,M,White,Residence/Home,59589544,Individual,42,M,White,18235,Cheatham County Sheriff's Office,Handgun,0,0,Victim Was In-law,0,0
15103328,54967869,3/27/10 0:00,On View,Murder and Nonnegligent Manslaughter,49,M,White,Residence/Home,59589545,Individual,44,F,White,18235,Cheatham County Sheriff's Office,Handgun,0,0,Victim Was Sibling,0,0
