arrestee_id,arrestee_incident_id,arrest_date,arrest_type_name,offense_name,arrestee_age_num,arrestee_sex_code,arrestee_race_desc,arrestee_location_name,victim_id,victim_type_name,victim_age_num,victim_sex_code,victim_race_desc,agency_id,agency_name,weapon_name
28980642,98259426,2/8/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,F,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980638,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,43,F,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980638,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,43,F,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980638,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,43,F,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980640,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980640,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980640,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980643,98259426,2/22/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980643,98259426,2/22/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980643,98259426,2/22/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980639,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980639,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980639,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980641,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,F,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980641,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,F,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
28980641,98259426,2/2/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,F,White,Residence/Home,107704230,Individual,50,M,White,18341,WINCHESTER PD,Blunt Object
29030402,98410580,12/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Convenience Store,107875478,Individual,56,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030402,98410580,12/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Convenience Store,107875478,Individual,56,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030402,98410580,12/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Convenience Store,107875478,Individual,56,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032922,Individual,25,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032922,Individual,25,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032922,Individual,25,M,Black or African American,18555,CLARKSVILLE PD,Firearm
29030401,98410580,1/24/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Convenience Store,107875478,Individual,56,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030401,98410580,1/24/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Convenience Store,107875478,Individual,56,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030401,98410580,1/24/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Convenience Store,107875478,Individual,56,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030402,98410580,12/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Convenience Store,107875480,Individual,64,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030402,98410580,12/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Convenience Store,107875480,Individual,64,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030402,98410580,12/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Convenience Store,107875480,Individual,64,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030401,98410580,1/24/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Convenience Store,107875480,Individual,64,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030401,98410580,1/24/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Convenience Store,107875480,Individual,64,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
29030401,98410580,1/24/18 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Convenience Store,107875480,Individual,64,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27300249,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300249,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300249,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300255,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300255,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300255,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300250,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300250,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300250,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300243,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300243,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300243,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300252,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300252,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300252,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300244,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300244,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300244,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032902,Individual,22,M,Black or African American,18555,CLARKSVILLE PD,Firearm
28506345,96921187,7/21/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Residence/Home,106186471,Individual,64,F,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
28506345,96921187,7/21/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Residence/Home,106186471,Individual,64,F,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
28506345,96921187,7/21/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Residence/Home,106186471,Individual,64,F,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
28506345,96921187,7/21/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Residence/Home,106186470,Individual,32,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
28506345,96921187,7/21/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Residence/Home,106186470,Individual,32,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
28506345,96921187,7/21/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Residence/Home,106186470,Individual,32,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
27300249,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300249,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300249,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300255,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300255,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300255,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300250,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300250,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300250,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300243,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300243,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300243,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
28189181,96028964,3/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Other/Unknown,105167060,Individual,19,F,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28189181,96028964,3/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Other/Unknown,105167060,Individual,19,F,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28189181,96028964,3/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Other/Unknown,105167060,Individual,19,F,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28189181,96028964,3/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Other/Unknown,105167061,Individual,31,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28189181,96028964,3/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Other/Unknown,105167061,Individual,31,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28189181,96028964,3/29/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Other/Unknown,105167061,Individual,31,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27300252,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300252,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300252,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,White,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300244,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300244,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300244,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27300246,93250978,5/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Parking/Drop Lot/Garage,102032898,Individual,24,M,Black or African American,18555,CLARKSVILLE PD,Firearm
27198989,92935560,8/11/17 0:00,On View,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Highway/Road/Alley/Street/Sidewalk,101676161,Individual,48,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27198989,92935560,8/11/17 0:00,On View,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Highway/Road/Alley/Street/Sidewalk,101676161,Individual,48,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27198989,92935560,8/11/17 0:00,On View,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Highway/Road/Alley/Street/Sidewalk,101676161,Individual,48,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159916,Individual,66,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159916,Individual,66,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159916,Individual,66,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159917,Individual,65,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159917,Individual,65,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159917,Individual,65,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159911,Individual,22,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159911,Individual,22,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159911,Individual,22,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159915,Individual,84,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159915,Individual,84,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159915,Individual,84,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159908,Individual,38,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159908,Individual,38,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159908,Individual,38,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159918,Individual,68,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159918,Individual,68,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159918,Individual,68,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159912,Individual,83,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159912,Individual,83,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159912,Individual,83,M,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159919,Individual,64,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159919,Individual,64,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28496550,96898389,9/24/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Church/Synagogue/Temple/Mosque,106159919,Individual,64,F,White,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28211746,96091609,4/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,47,M,White,Residence/Home,105237899,Individual,49,M,White,18613,RUTHERFORD CO SO MURFREESBORO,Knife/Cutting Instrument
28211746,96091609,4/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,47,M,White,Residence/Home,105237899,Individual,49,M,White,18613,RUTHERFORD CO SO MURFREESBORO,Knife/Cutting Instrument
28211746,96091609,4/2/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,47,M,White,Residence/Home,105237899,Individual,49,M,White,18613,RUTHERFORD CO SO MURFREESBORO,Knife/Cutting Instrument
27920476,95248123,11/18/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,F,Black or African American,Residence/Home,104277613,Individual,,M,Black or African American,18459,KNOXVILLE PD,Personal Weapons
27920476,95248123,11/18/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,F,Black or African American,Residence/Home,104277613,Individual,,M,Black or African American,18459,KNOXVILLE PD,Personal Weapons
27920476,95248123,11/18/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,F,Black or African American,Residence/Home,104277613,Individual,,M,Black or African American,18459,KNOXVILLE PD,Personal Weapons
27947546,95321664,6/13/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,F,White,Residence/Home,104361625,Individual,22,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27947546,95321664,6/13/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,F,White,Residence/Home,104361625,Individual,22,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27947546,95321664,6/13/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,F,White,Residence/Home,104361625,Individual,22,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
28208908,96085747,9/28/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231269,Individual,20,M,Black or African American,18350,MILAN PD,Handgun
28208908,96085747,9/28/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231269,Individual,20,M,Black or African American,18350,MILAN PD,Handgun
28208908,96085747,9/28/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231269,Individual,20,M,Black or African American,18350,MILAN PD,Handgun
28208907,96085747,9/27/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231269,Individual,20,M,Black or African American,18350,MILAN PD,Handgun
28208907,96085747,9/27/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231269,Individual,20,M,Black or African American,18350,MILAN PD,Handgun
28208907,96085747,9/27/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231269,Individual,20,M,Black or African American,18350,MILAN PD,Handgun
28208908,96085747,9/28/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231273,Individual,19,M,Black or African American,18350,MILAN PD,Handgun
28208908,96085747,9/28/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Parking/Drop Lot/Garage,105231273,Individual,19,M,Black or African American,18350,MILAN PD,Handgun
