a_age,a_gender,a_race,crime,weapon
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
43,M,White,Murder and Nonnegligent Manslaughter,Handgun
21,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
21,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
38,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
39,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
40,F,American Indian or Alaska Native,Murder and Nonnegligent Manslaughter,Handgun
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
33,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
30,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
30,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
30,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
30,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
30,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
29,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
29,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
29,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
33,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
26,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Shotgun
26,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
44,M,White,Murder and Nonnegligent Manslaughter,Unknown
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
24,M,White,Murder and Nonnegligent Manslaughter,Handgun
22,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
35,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
35,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
35,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
35,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
46,F,White,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
33,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
15,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
35,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
43,F,White,Murder and Nonnegligent Manslaughter,Rifle
41,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,White,Murder and Nonnegligent Manslaughter,Handgun
46,M,White,Murder and Nonnegligent Manslaughter,Asphyxiation
17,F,White,Murder and Nonnegligent Manslaughter,Handgun
17,F,White,Murder and Nonnegligent Manslaughter,Handgun
39,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
35,M,White,Murder and Nonnegligent Manslaughter,Handgun
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
35,F,White,Murder and Nonnegligent Manslaughter,Firearm
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
31,F,White,Murder and Nonnegligent Manslaughter,Drugs/Narcotics/Sleeping Pills
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
39,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,White,Murder and Nonnegligent Manslaughter,Other
28,M,White,Murder and Nonnegligent Manslaughter,Rifle (Automatic)
28,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
28,M,White,Murder and Nonnegligent Manslaughter,Rifle (Automatic)
28,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
28,M,White,Murder and Nonnegligent Manslaughter,Rifle (Automatic)
28,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
65,F,White,Murder and Nonnegligent Manslaughter,Handgun
35,M,White,Murder and Nonnegligent Manslaughter,Handgun
31,M,White,Murder and Nonnegligent Manslaughter,Firearm
25,M,White,Negligent Manslaughter,Other
18,M,Black or African American,Negligent Manslaughter,Unknown
18,M,Black or African American,Negligent Manslaughter,Firearm (Automatic)
47,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
60,F,White,Murder and Nonnegligent Manslaughter,Firearm
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
20,M,White,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
23,M,Black or African American,Negligent Manslaughter,Unknown
59,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
59,M,White,Murder and Nonnegligent Manslaughter,Shotgun
59,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
59,M,White,Murder and Nonnegligent Manslaughter,Shotgun
22,F,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
36,F,White,Murder and Nonnegligent Manslaughter,Shotgun
45,M,White,Murder and Nonnegligent Manslaughter,Shotgun
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
30,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
21,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,F,White,Negligent Manslaughter,Drugs/Narcotics/Sleeping Pills
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
31,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
34,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
28,M,White,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,White,Negligent Manslaughter,Motor Vehicle
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Asphyxiation
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
64,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
40,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
49,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
16,M,Black or African American,Negligent Manslaughter,Handgun
34,M,White,Murder and Nonnegligent Manslaughter,Unknown
20,M,White,Murder and Nonnegligent Manslaughter,Shotgun
20,M,White,Murder and Nonnegligent Manslaughter,Shotgun
67,M,White,Murder and Nonnegligent Manslaughter,Shotgun
67,M,White,Murder and Nonnegligent Manslaughter,Shotgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
42,M,White,Negligent Manslaughter,Personal Weapons
34,M,White,Murder and Nonnegligent Manslaughter,Rifle
45,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
31,M,White,Murder and Nonnegligent Manslaughter,Rifle
26,F,White,Murder and Nonnegligent Manslaughter,Rifle
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
21,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
50,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
50,M,White,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
41,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
21,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
21,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
21,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
21,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
21,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
21,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
21,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
21,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
18,M,White,Murder and Nonnegligent Manslaughter,Shotgun
23,F,White,Murder and Nonnegligent Manslaughter,Firearm
24,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
41,F,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
41,F,White,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm (Automatic)
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm (Automatic)
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm (Automatic)
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm (Automatic)
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,White,Murder and Nonnegligent Manslaughter,Handgun
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
40,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
61,M,White,Murder and Nonnegligent Manslaughter,Shotgun
61,M,White,Murder and Nonnegligent Manslaughter,Shotgun
61,M,White,Murder and Nonnegligent Manslaughter,Shotgun
61,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
49,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Negligent Manslaughter,Handgun
18,M,White,Negligent Manslaughter,Handgun
18,M,White,Negligent Manslaughter,Handgun
23,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
42,F,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
31,M,White,Murder and Nonnegligent Manslaughter,Unknown
21,F,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
21,F,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
40,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
31,F,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
33,F,White,Murder and Nonnegligent Manslaughter,Handgun
38,F,White,Murder and Nonnegligent Manslaughter,Handgun
35,F,White,Murder and Nonnegligent Manslaughter,Handgun
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Negligent Manslaughter,Handgun
48,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
48,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
48,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
48,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
38,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
